sector,source_type,source_name,title,text,cleaned_text,Cost & ROI,Security & Privacy,Scalability & Tech,Sustainability & Green
healthcare,Academic Paper,arXiv Repository,A Brief History of Digital Twin Technology,"Emerging from NASA's spacecraft simulations in the 1960s, digital twin technology has advanced through industrial adoption to spark a healthcare transformation. A digital twin is a dynamic, data-driven virtual counterpart of a physical system, continuously updated through real-time data streams and capable of bidirectional interaction. In medicine, digital twin integrates imaging, biosensors, and computational models to generate patient-specific simulations that support diagnosis, treatment planning, and drug development. Representative applications include cardiac digital twin for predicting arrhythmia treatment outcomes, oncology digital twin for tracking tumor progression and optimizing radiotherapy, and pharmacological digital twin for accelerating drug discovery. Despite rapid progress, major challenges, including interoperability, data privacy, and model fidelity, continue to limit widespread clinical integration. Emerging solutions such as explainable AI, federated learning, and harmonized regulatory frameworks offer promising pathways forward. Looking ahead, advances in multi-organ digital twin, genomics integration, and ethical governance will be essential to ensure that digital twin shifts healthcare from reactive treatment to predictive, preventive, and truly personalized medicine.",emerging nasas spacecraft simulations digital twin technology advanced industrial adoption spark healthcare transformation digital twin dynamic datadriven virtual counterpart physical system continuously updated realtime data streams capable bidirectional interaction medicine digital twin integrates imaging biosensors computational models generate patientspecific simulations support diagnosis treatment planning drug development representative applications include cardiac digital twin predicting arrhythmia treatment outcomes oncology digital twin tracking tumor progression optimizing radiotherapy pharmacological digital twin accelerating drug discovery despite rapid progress major challenges including interoperability data privacy model fidelity continue limit widespread clinical integration emerging solutions explainable ai federated learning harmonized regulatory frameworks offer promising pathways forward looking ahead advances multiorgan digital twin genomics integration ethical governance essential ensure digital twin shifts healthcare reactive treatment predictive preventive truly personalized medicine,,0.972,0.972,
healthcare,Academic Paper,arXiv Repository,Digital Twin Ecosystem for Oncology Clinical Operations,"Artificial Intelligence (AI) and Large Language Models (LLMs) hold significant promise in revolutionizing healthcare, especially in clinical applications. Simultaneously, Digital Twin technology, which models and simulates complex systems, has gained traction in enhancing patient care. However, despite the advances in experimental clinical settings, the potential of AI and digital twins to streamline clinical operations remains largely untapped. This paper introduces a novel digital twin framework specifically designed to enhance oncology clinical operations. We propose the integration of multiple specialized digital twins, such as the Medical Necessity Twin, Care Navigator Twin, and Clinical History Twin, to enhance workflow efficiency and personalize care for each patient based on their unique data. Furthermore, by synthesizing multiple data sources and aligning them with the National Comprehensive Cancer Network (NCCN) guidelines, we create a dynamic Cancer Care Path, a continuously evolving knowledge base that enables these digital twins to provide precise, tailored clinical recommendations.",artificial intelligence ai large language models llms hold significant promise revolutionizing healthcare especially clinical applications simultaneously digital twin technology models simulates complex systems gained traction enhancing patient care however despite advances experimental clinical settings potential ai digital twins streamline clinical operations remains largely untapped paper introduces novel digital twin framework specifically designed enhance oncology clinical operations propose integration multiple specialized digital twins medical necessity twin care navigator twin clinical history twin enhance workflow efficiency personalize care patient based unique data furthermore synthesizing multiple data sources aligning national comprehensive cancer network nccn guidelines create dynamic cancer care path continuously evolving knowledge base enables digital twins provide precise tailored clinical recommendations,,,0.965,
healthcare,Academic Paper,arXiv Repository,"Digital Twins, Internet of Things and Mobile Medicine: a Review of Current Platforms to Support Smart Healthcare","As the population grows, the need for a quality level of medical services grows correspondingly, so does the demand for information technology in medicine. The concept of ""Smart Healthcare"" offers many approaches aimed at solving the acute problems faced by modern healthcare. In this paper, we review the main problems of modern healthcare, analyze existing approaches and technologies in the areas of digital twins, the Internet of Things and mobile medicine, determine their effectiveness in solving the set problems, consider the technologies that are used to monitor and treat patients and propose the concept of the Smart Healthcare platform.",population grows need quality level medical services grows correspondingly demand information technology medicine concept smart healthcare offers many approaches aimed solving acute problems faced modern healthcare paper review main problems modern healthcare analyze existing approaches technologies areas digital twins internet things mobile medicine determine effectiveness solving set problems consider technologies used monitor treat patients propose concept smart healthcare platform,,,,
healthcare,Academic Paper,arXiv Repository,Accurate AI-Driven Emergency Vehicle Location Tracking in Healthcare ITS Digital Twin,"Creating a Digital Twin (DT) for Healthcare Intelligent Transportation Systems (HITS) is a hot research trend focusing on enhancing HITS management, particularly in emergencies where ambulance vehicles must arrive at the crash scene on time and track their real-time location is crucial to the medical authorities. Despite the claim of real-time representation, a temporal misalignment persists between the physical and virtual domains, leading to discrepancies in the ambulance's location representation. This study proposes integrating AI predictive models, specifically Support Vector Regression (SVR) and Deep Neural Networks (DNN), within a constructed mock DT data pipeline framework to anticipate the medical vehicle's next location in the virtual world. These models align virtual representations with their physical counterparts, i.e., metaphorically offsetting the synchronization delay between the two worlds. Trained meticulously on a historical geospatial dataset, SVR and DNN exhibit exceptional prediction accuracy in MATLAB and Python environments. Through various testing scenarios, we visually demonstrate the efficacy of our methodology, showcasing SVR and DNN's key role in significantly reducing the witnessed gap within the HITS's DT. This transformative approach enhances real-time synchronization in emergency HITS by approximately 88% to 93%.",creating digital twin dt healthcare intelligent transportation systems hits hot research trend focusing enhancing hits management particularly emergencies ambulance vehicles must arrive crash scene time track realtime location crucial medical authorities despite claim realtime representation temporal misalignment persists physical virtual domains leading discrepancies ambulances location representation study proposes integrating ai predictive models specifically support vector regression svr deep neural networks dnn within constructed mock dt data pipeline framework anticipate medical vehicles next location virtual world models align virtual representations physical counterparts ie metaphorically offsetting synchronization delay two worlds trained meticulously historical geospatial dataset svr dnn exhibit exceptional prediction accuracy matlab python environments various testing scenarios visually demonstrate efficacy methodology showcasing svr dnns key role significantly reducing witnessed gap within hitss dt transformative approach enhances realtime synchronization emergency hits approximately,,,,
healthcare,Academic Paper,arXiv Repository,Generative AI-Driven Human Digital Twin in IoT-Healthcare: A Comprehensive Survey,"The Internet of things (IoT) can significantly enhance the quality of human life, specifically in healthcare, attracting extensive attentions to IoT-healthcare services. Meanwhile, the human digital twin (HDT) is proposed as an innovative paradigm that can comprehensively characterize the replication of the individual human body in the digital world and reflect its physical status in real time. Naturally, HDT is envisioned to empower IoT-healthcare beyond the application of healthcare monitoring by acting as a versatile and vivid human digital testbed, simulating the outcomes and guiding the practical treatments. However, successfully establishing HDT requires high-fidelity virtual modeling and strong information interactions but possibly with scarce, biased and noisy data. Fortunately, a recent popular technology called generative artificial intelligence (GAI) may be a promising solution because it can leverage advanced AI algorithms to automatically create, manipulate, and modify valuable while diverse data. This survey particularly focuses on the implementation of GAI-driven HDT in IoT-healthcare. We start by introducing the background of IoT-healthcare and the potential of GAI-driven HDT. Then, we delve into the fundamental techniques and present the overall framework of GAI-driven HDT. After that, we explore the realization of GAI-driven HDT in detail, including GAI-enabled data acquisition, communication, data management, digital modeling, and data analysis. Besides, we discuss typical IoT-healthcare applications that can be revolutionized by GAI-driven HDT, namely personalized health monitoring and diagnosis, personalized prescription, and personalized rehabilitation. Finally, we conclude this survey by highlighting some future research directions.",internet things iot significantly enhance quality human life specifically healthcare attracting extensive attentions iothealthcare services meanwhile human digital twin hdt proposed innovative paradigm comprehensively characterize replication individual human body digital world reflect physical status real time naturally hdt envisioned empower iothealthcare beyond application healthcare monitoring acting versatile vivid human digital testbed simulating outcomes guiding practical treatments however successfully establishing hdt requires highfidelity virtual modeling strong information interactions possibly scarce biased noisy data fortunately recent popular technology called generative artificial intelligence gai may promising solution leverage advanced ai algorithms automatically create manipulate modify valuable diverse data survey particularly focuses implementation gaidriven hdt iothealthcare start introducing background iothealthcare potential gaidriven hdt delve fundamental techniques present overall framework gaidriven hdt explore realization gaidriven hdt detail including gaienabled data acquisition communication data management digital modeling data analysis besides discuss typical iothealthcare applications revolutionized gaidriven hdt namely personalized health monitoring diagnosis personalized prescription personalized rehabilitation finally conclude survey highlighting future research directions,,,,
healthcare,Academic Paper,arXiv Repository,Digital-twin imaging based on descattering Gaussian splatting,"Three-dimensional imaging through scattering media is important in medical science and astronomy. We propose a digital-twin imaging method based on Gaussian splatting to observe an object behind a scattering medium. A digital twin model built through data assimilation, emulates the behavior of objects and environmental changes in a virtual space. By constructing a digital twin using point clouds composed of Gaussians and simulating the scattering process through the convolution of a point spread function, three-dimensional objects behind a scattering medium can be reproduced as a digital twin. In this study, a high-contrast digital twin reproducing a three-dimensional object was successfully constructed from degraded images, assuming that data were acquired from wavefronts disturbed by a scattering medium. This technique reproduces objects by integrating data processing with image measurements.",threedimensional imaging scattering media important medical science astronomy propose digitaltwin imaging method based gaussian splatting observe object behind scattering medium digital twin model built data assimilation emulates behavior objects environmental changes virtual space constructing digital twin using point clouds composed gaussians simulating scattering process convolution point spread function threedimensional objects behind scattering medium reproduced digital twin study highcontrast digital twin reproducing threedimensional object successfully constructed degraded images assuming data acquired wavefronts disturbed scattering medium technique reproduces objects integrating data processing image measurements,,,-0.103,
healthcare,Academic Paper,arXiv Repository,Model-based Digital Twins of Medicine Dispensers for Healthcare IoT Applications,"Healthcare applications with the Internet of Things (IoT) are often safety-critical, thus, require extensive testing. Such applications are often connected to smart medical devices from various vendors. System-level testing of such applications requires test infrastructures physically integrating medical devices, which is time and monetary-wise expensive. Moreover, applications continuously evolve, e.g., introducing new devices and users and updating software. Nevertheless, a test infrastructure enabling testing with a few devices is insufficient for testing healthcare IoT systems, hence compromising their dependability. In this paper, we propose a model-based approach for the creation and operation of digital twins (DTs) of medicine dispensers as a replacement for physical devices to support the automated testing of IoT applications at scale. We evaluate our approach with an industrial IoT system with medicine dispensers in the context of Oslo City and its industrial partners, providing healthcare services to its residents. We study the fidelity of DTs in terms of their functional similarities with their physical counterparts: medicine dispensers. Results show that the DTs behave more than 92% similar to the physical medicine dispensers, providing a faithful replacement for the dispenser.",healthcare applications internet things iot often safetycritical thus require extensive testing applications often connected smart medical devices various vendors systemlevel testing applications requires test infrastructures physically integrating medical devices time monetarywise expensive moreover applications continuously evolve eg introducing new devices users updating software nevertheless test infrastructure enabling testing devices insufficient testing healthcare iot systems hence compromising dependability paper propose modelbased approach creation operation digital twins dts medicine dispensers replacement physical devices support automated testing iot applications scale evaluate approach industrial iot system medicine dispensers context oslo city industrial partners providing healthcare services residents study fidelity dts terms functional similarities physical counterparts medicine dispensers results show dts behave similar physical medicine dispensers providing faithful replacement dispenser,0.856,,0.856,
healthcare,Academic Paper,arXiv Repository,Human Digital Twin: A Survey,"Digital twin has recently attracted growing attention, leading to intensive research and applications. Along with this, a new research area, dubbed as ""human digital twin"" (HDT), has emerged. Similar to the conception of digital twin, HDT is referred to as the replica of a physical-world human in the digital world. Nevertheless, HDT is much more complicated and delicate compared to digital twins of any physical systems and processes, due to humans' dynamic and evolutionary nature, including physical, behavioral, social, physiological, psychological, cognitive, and biological dimensions. Studies on HDT are limited, and the research is still in its infancy. In this paper, we first examine the inception, development, and application of the digital twin concept, providing a context within which we formally define and characterize HDT based on the similarities and differences between digital twin and HDT. Then we conduct an extensive literature review on HDT research, analyzing underpinning technologies and establishing typical frameworks in which the core HDT functions or components are organized. Built upon the findings from the above work, we propose a generic architecture for the HDT system and describe the core function blocks and corresponding technologies. Following this, we present the state of the art of HDT technologies and applications in the healthcare, industry, and daily life domain. Finally, we discuss various issues related to the development of HDT and point out the trends and challenges of future HDT research and development.",digital twin recently attracted growing attention leading intensive research applications along new research area dubbed human digital twin hdt emerged similar conception digital twin hdt referred replica physicalworld human digital world nevertheless hdt much complicated delicate compared digital twins physical systems processes due humans dynamic evolutionary nature including physical behavioral social physiological psychological cognitive biological dimensions studies hdt limited research still infancy paper first examine inception development application digital twin concept providing context within formally define characterize hdt based similarities differences digital twin hdt conduct extensive literature review hdt research analyzing underpinning technologies establishing typical frameworks core hdt functions components organized built upon findings work propose generic architecture hdt system describe core function blocks corresponding technologies following present state art hdt technologies applications healthcare industry daily life domain finally discuss various issues related development hdt point trends challenges future hdt research development,,,,
healthcare,Academic Paper,arXiv Repository,Synthetic Observational Health Data with GANs: from slow adoption to a boom in medical research and ultimately digital twins?,"After being collected for patient care, Observational Health Data (OHD) can further benefit patient well-being by sustaining the development of health informatics and medical research. Vast potential is unexploited because of the fiercely private nature of patient-related data and regulations to protect it.   Generative Adversarial Networks (GANs) have recently emerged as a groundbreaking way to learn generative models that produce realistic synthetic data. They have revolutionized practices in multiple domains such as self-driving cars, fraud detection, digital twin simulations in industrial sectors, and medical imaging.   The digital twin concept could readily apply to modelling and quantifying disease progression. In addition, GANs posses many capabilities relevant to common problems in healthcare: lack of data, class imbalance, rare diseases, and preserving privacy. Unlocking open access to privacy-preserving OHD could be transformative for scientific research. In the midst of COVID-19, the healthcare system is facing unprecedented challenges, many of which of are data related for the reasons stated above.   Considering these facts, publications concerning GAN applied to OHD seemed to be severely lacking. To uncover the reasons for this slow adoption, we broadly reviewed the published literature on the subject. Our findings show that the properties of OHD were initially challenging for the existing GAN algorithms (unlike medical imaging, for which state-of-the-art model were directly transferable) and the evaluation synthetic data lacked clear metrics.   We find more publications on the subject than expected, starting slowly in 2017, and since then at an increasing rate. The difficulties of OHD remain, and we discuss issues relating to evaluation, consistency, benchmarking, data modelling, and reproducibility.",collected patient care observational health data ohd benefit patient wellbeing sustaining development health informatics medical research vast potential unexploited fiercely private nature patientrelated data regulations protect generative adversarial networks gans recently emerged groundbreaking way learn generative models produce realistic synthetic data revolutionized practices multiple domains selfdriving cars fraud detection digital twin simulations industrial sectors medical imaging digital twin concept could readily apply modelling quantifying disease progression addition gans posses many capabilities relevant common problems healthcare lack data class imbalance rare diseases preserving privacy unlocking open access privacypreserving ohd could transformative scientific research midst covid healthcare system facing unprecedented challenges many data related reasons stated considering facts publications concerning gan applied ohd seemed severely lacking uncover reasons slow adoption broadly reviewed published literature subject findings show properties ohd initially challenging existing gan algorithms unlike medical imaging stateoftheart model directly transferable evaluation synthetic data lacked clear metrics find publications subject expected starting slowly since increasing rate difficulties ohd remain discuss issues relating evaluation consistency benchmarking data modelling reproducibility,,-0.494,,
healthcare,Academic Paper,arXiv Repository,Automated Detection and Mitigation of Dependability Failures in Healthcare Scenarios through Digital Twins,"Medical Cyber-Physical Systems (CPSs) integrating Patients, Devices, and healthcare personnel (Physicians) form safety-critical PDP triads whose dependability is challenged by system heterogeneity and uncertainty in human and physiological behavior. While existing clinical decision support systems support clinical practice, there remains a need for proactive, reliability-oriented methodologies capable of identifying and mitigating failure scenarios before patient safety is compromised. This paper presents M-GENGAR, a methodology based on a closed-loop Digital Twin (DT) paradigm for dependability assurance of medical CPSs. The approach combines Stochastic Hybrid Automata modeling, data-driven learning of patient dynamics, and Statistical Model Checking with an offline critical scenario detection phase that integrates model-space exploration and diversity analysis to systematically identify and classify scenarios violating expert-defined dependability requirements. M-GENGAR also supports the automated synthesis of mitigation strategies, enabling runtime feedback and control within the DT loop. We evaluate M-GENGAR on a representative use case study involving a pulmonary ventilator. Results show that, in 87.5% of the evaluated scenarios, strategies synthesized through formal game-theoretic analysis stabilize patient vital metrics at least as effectively as human decision-making, while maintaining relevant metrics 20% closer to nominal healthy values on average.",medical cyberphysical systems cpss integrating patients devices healthcare personnel physicians form safetycritical pdp triads whose dependability challenged system heterogeneity uncertainty human physiological behavior existing clinical decision support systems support clinical practice remains need proactive reliabilityoriented methodologies capable identifying mitigating failure scenarios patient safety compromised paper presents mgengar methodology based closedloop digital twin dt paradigm dependability assurance medical cpss approach combines stochastic hybrid automata modeling datadriven learning patient dynamics statistical model checking offline critical scenario detection phase integrates modelspace exploration diversity analysis systematically identify classify scenarios violating expertdefined dependability requirements mgengar also supports automated synthesis mitigation strategies enabling runtime feedback control within dt loop evaluate mgengar representative use case study involving pulmonary ventilator results show evaluated scenarios strategies synthesized formal gametheoretic analysis stabilize patient vital metrics least effectively human decisionmaking maintaining relevant metrics closer nominal healthy values average,,0.906,,
healthcare,Academic Paper,arXiv Repository,Hierarchical Federated Learning based Anomaly Detection using Digital Twins for Smart Healthcare,"Internet of Medical Things (IoMT) is becoming ubiquitous with a proliferation of smart medical devices and applications used in smart hospitals, smart-home based care, and nursing homes. It utilizes smart medical devices and cloud computing services along with core Internet of Things (IoT) technologies to sense patients' vital body parameters, monitor health conditions and generate multivariate data to support just-in-time health services. Mostly, this large amount of data is analyzed in centralized servers. Anomaly Detection (AD) in a centralized healthcare ecosystem is often plagued by significant delays in response time with high performance overhead. Moreover, there are inherent privacy issues associated with sending patients' personal health data to a centralized server, which may also introduce several security threats to the AD model, such as possibility of data poisoning. To overcome these issues with centralized AD models, here we propose a Federated Learning (FL) based AD model which utilizes edge cloudlets to run AD models locally without sharing patients' data. Since existing FL approaches perform aggregation on a single server which restricts the scope of FL, in this paper, we introduce a hierarchical FL that allows aggregation at different levels enabling multi-party collaboration. We introduce a novel disease-based grouping mechanism where different AD models are grouped based on specific types of diseases. Furthermore, we develop a new Federated Time Distributed (FedTimeDis) Long Short-Term Memory (LSTM) approach to train the AD model. We present a Remote Patient Monitoring (RPM) use case to demonstrate our model, and illustrate a proof-of-concept implementation using Digital Twin (DT) and edge cloudlets.",internet medical things iomt becoming ubiquitous proliferation smart medical devices applications used smart hospitals smarthome based care nursing homes utilizes smart medical devices cloud computing services along core internet things iot technologies sense patients vital body parameters monitor health conditions generate multivariate data support justintime health services mostly large amount data analyzed centralized servers anomaly detection ad centralized healthcare ecosystem often plagued significant delays response time high performance overhead moreover inherent privacy issues associated sending patients personal health data centralized server may also introduce several security threats ad model possibility data poisoning overcome issues centralized ad models propose federated learning fl based ad model utilizes edge cloudlets run ad models locally without sharing patients data since existing fl approaches perform aggregation single server restricts scope fl paper introduce hierarchical fl allows aggregation different levels enabling multiparty collaboration introduce novel diseasebased grouping mechanism different ad models grouped based specific types diseases furthermore develop new federated time distributed fedtimedis long shortterm memory lstm approach train ad model present remote patient monitoring rpm use case demonstrate model illustrate proofofconcept implementation using digital twin dt edge cloudlets,,0.858,0.858,
healthcare,Academic Paper,arXiv Repository,"Digital Twin: Enabling Technologies, Challenges and Open Research","Digital Twin technology is an emerging concept that has become the centre of attention for industry and, in more recent years, academia. The advancements in industry 4.0 concepts have facilitated its growth, particularly in the manufacturing industry. The Digital Twin is defined extensively but is best described as the effortless integration of data between a physical and virtual machine in either direction. The challenges, applications, and enabling technologies for Artificial Intelligence, Internet of Things (IoT) and Digital Twins are presented. A review of publications relating to Digital Twins is performed, producing a categorical review of recent papers. The review has categorised them by research areas: manufacturing, healthcare and smart cities, discussing a range of papers that reflect these areas and the current state of research. The paper provides an assessment of the enabling technologies, challenges and open research for Digital Twins.",digital twin technology emerging concept become centre attention industry recent years academia advancements industry concepts facilitated growth particularly manufacturing industry digital twin defined extensively best described effortless integration data physical virtual machine either direction challenges applications enabling technologies artificial intelligence internet things iot digital twins presented review publications relating digital twins performed producing categorical review recent papers review categorised research areas manufacturing healthcare smart cities discussing range papers reflect areas current state research paper provides assessment enabling technologies challenges open research digital twins,,,0.922,
healthcare,Academic Paper,arXiv Repository,Control of Medical Digital Twins with Artificial Neural Networks,"The objective of personalized medicine is to tailor interventions to an individual patient's unique characteristics. A key technology for this purpose involves medical digital twins, computational models of human biology that can be personalized and dynamically updated to incorporate patient-specific data collected over time. Certain aspects of human biology, such as the immune system, are not easily captured with physics-based models, such as differential equations. Instead, they are often multi-scale, stochastic, and hybrid. This poses a challenge to existing model-based control and optimization approaches that cannot be readily applied to such models. Recent advances in automatic differentiation and neural-network control methods hold promise in addressing complex control problems. However, the application of these approaches to biomedical systems is still in its early stages. This work introduces dynamics-informed neural-network controllers as an alternative approach to control of medical digital twins. As a first use case for this method, the focus is on agent-based models, a versatile and increasingly common modeling platform in biomedicine. The effectiveness of the proposed neural-network control method is illustrated and benchmarked against other methods with two widely-used agent-based model types. The relevance of the method introduced here extends beyond medical digital twins to other complex dynamical systems.",objective personalized medicine tailor interventions individual patients unique characteristics key technology purpose involves medical digital twins computational models human biology personalized dynamically updated incorporate patientspecific data collected time certain aspects human biology immune system easily captured physicsbased models differential equations instead often multiscale stochastic hybrid poses challenge existing modelbased control optimization approaches readily applied models recent advances automatic differentiation neuralnetwork control methods hold promise addressing complex control problems however application approaches biomedical systems still early stages work introduces dynamicsinformed neuralnetwork controllers alternative approach control medical digital twins first use case method focus agentbased models versatile increasingly common modeling platform biomedicine effectiveness proposed neuralnetwork control method illustrated benchmarked methods two widelyused agentbased model types relevance method introduced extends beyond medical digital twins complex dynamical systems,,,0.908,
healthcare,Academic Paper,arXiv Repository,Building Digital Twins of Different Human Organs for Personalized Healthcare,"Digital twins are virtual replicas of physical entities and are poised to transform personalized medicine through the real-time simulation and prediction of human physiology. Translating this paradigm from engineering to biomedicine requires overcoming profound challenges, including anatomical variability, multi-scale biological processes, and the integration of multi-physics phenomena. This survey systematically reviews methodologies for building digital twins of human organs, structured around a pipeline decoupled into anatomical twinning (capturing patient-specific geometry and structure) and functional twinning (simulating multi-scale physiology from cellular to organ-level function). We categorize approaches both by organ-specific properties and by technical paradigm, with particular emphasis on multi-scale and multi-physics integration. A key focus is the role of artificial intelligence (AI), especially physics-informed AI, in enhancing model fidelity, scalability, and personalization. Furthermore, we discuss the critical challenges of clinical validation and translational pathways. This study not only charts a roadmap for overcoming current bottlenecks in single-organ twins but also outlines the promising, albeit ambitious, future of interconnected multi-organ digital twins for whole-body precision healthcare.",digital twins virtual replicas physical entities poised transform personalized medicine realtime simulation prediction human physiology translating paradigm engineering biomedicine requires overcoming profound challenges including anatomical variability multiscale biological processes integration multiphysics phenomena survey systematically reviews methodologies building digital twins human organs structured around pipeline decoupled anatomical twinning capturing patientspecific geometry structure functional twinning simulating multiscale physiology cellular organlevel function categorize approaches organspecific properties technical paradigm particular emphasis multiscale multiphysics integration key focus role artificial intelligence ai especially physicsinformed ai enhancing model fidelity scalability personalization furthermore discuss critical challenges clinical validation translational pathways study charts roadmap overcoming current bottlenecks singleorgan twins also outlines promising albeit ambitious future interconnected multiorgan digital twins wholebody precision healthcare,,,0.848,
healthcare,Academic Paper,arXiv Repository,Enhancing Privacy Preservation and Reducing Analysis Time with Federated Transfer Learning in Digital Twins-based Computed Tomography Scan Analysis,"The application of Digital Twin (DT) technology and Federated Learning (FL) has great potential to change the field of biomedical image analysis, particularly for Computed Tomography (CT) scans. This paper presents Federated Transfer Learning (FTL) as a new Digital Twin-based CT scan analysis paradigm. FTL uses pre-trained models and knowledge transfer between peer nodes to solve problems such as data privacy, limited computing resources, and data heterogeneity. The proposed framework allows real-time collaboration between cloud servers and Digital Twin-enabled CT scanners while protecting patient identity. We apply the FTL method to a heterogeneous CT scan dataset and assess model performance using convergence time, model accuracy, precision, recall, F1 score, and confusion matrix. It has been shown to perform better than conventional FL and Clustered Federated Learning (CFL) methods with better precision, accuracy, recall, and F1-score. The technique is beneficial in settings where the data is not independently and identically distributed (non-IID), and it offers reliable, efficient, and secure solutions for medical diagnosis. These findings highlight the possibility of using FTL to improve decision-making in digital twin-based CT scan analysis, secure and efficient medical image analysis, promote privacy, and open new possibilities for applying precision medicine and smart healthcare systems.",application digital twin dt technology federated learning fl great potential change field biomedical image analysis particularly computed tomography ct scans paper presents federated transfer learning ftl new digital twinbased ct scan analysis paradigm ftl uses pretrained models knowledge transfer peer nodes solve problems data privacy limited computing resources data heterogeneity proposed framework allows realtime collaboration cloud servers digital twinenabled ct scanners protecting patient identity apply ftl method heterogeneous ct scan dataset assess model performance using convergence time model accuracy precision recall f score confusion matrix shown perform better conventional fl clustered federated learning cfl methods better precision accuracy recall fscore technique beneficial settings data independently identically distributed noniid offers reliable efficient secure solutions medical diagnosis findings highlight possibility using ftl improve decisionmaking digital twinbased ct scan analysis secure efficient medical image analysis promote privacy open new possibilities applying precision medicine smart healthcare systems,,0.981,0.981,
healthcare,Academic Paper,arXiv Repository,A Digital Twin for Telesurgery under Intermittent Communication,"Telesurgery is an effective way to deliver service from expert surgeons to areas without immediate access to specialized resources. However, many of these areas, such as rural districts or battlefields, might be subject to different problems in communication, especially latency and intermittent periods of communication outage. This challenge motivates the use of a digital twin for the surgical system, where a simulation would mirror the robot hardware and surgical environment in the real world. The surgeon would then be able to interact with the digital twin during communication outage, followed by a recovery strategy on the real robot upon reestablishing communication. This paper builds the digital twin for the da Vinci surgical robot, with a buffering and replay strategy that reduces the mean task completion time by 23% when compared to the baseline, for a peg transfer task subject to intermittent communication outage. The relevant code can be found here: https://github.com/LCSR-CIIS/dvrk_digital_twin_teleoperation.",telesurgery effective way deliver service expert surgeons areas without immediate access specialized resources however many areas rural districts battlefields might subject different problems communication especially latency intermittent periods communication outage challenge motivates use digital twin surgical system simulation would mirror robot hardware surgical environment real world surgeon would able interact digital twin communication outage followed recovery strategy real robot upon reestablishing communication paper builds digital twin da vinci surgical robot buffering replay strategy reduces mean task completion time compared baseline peg transfer task subject intermittent communication outage relevant code found,,,-0.052,
healthcare,Academic Paper,arXiv Repository,Electronic Health Records: Towards Digital Twins in Healthcare,"The pivotal shift from traditional paper-based records to sophisticated Electronic Health Records (EHR), enabled systematic collection and analysis of patient data through descriptive statistics, providing insight into patterns and trends across patient populations. This evolution continued toward predictive analytics, allowing healthcare providers to anticipate patient outcomes and potential complications before they occur. This progression from basic digital record-keeping to sophisticated predictive modelling and digital twins reflects healthcare's broader evolution toward more integrated, patient-centred approaches that combine data-driven insights with personalized care delivery. This chapter explores the evolution and significance of healthcare information systems, beginning with an examination of the implementation of EHR in the UK and the USA. It provides a comprehensive overview of the International Classification of Diseases (ICD) system, tracing its development from ICD-9 to ICD-10. Central to this discussion is the MIMIC-III database, a landmark achievement in healthcare data sharing and arguably the most comprehensive critical care database freely available to researchers worldwide. MIMIC-III has democratized access to high-quality healthcare data, enabling unprecedented opportunities for research and analysis. The chapter examines its structure, clinical outcome analysis capabilities, and practical applications through case studies, with a particular focus on mortality and length of stay metrics, vital signs extraction, and ICD coding. Through detailed entity-relationship diagrams and practical examples, the text illustrates MIMIC's complex data structure and demonstrates how different querying approaches can lead to subtly different results, emphasizing the critical importance of understanding the database's architecture for accurate data extraction.",pivotal shift traditional paperbased records sophisticated electronic health records ehr enabled systematic collection analysis patient data descriptive statistics providing insight patterns trends across patient populations evolution continued toward predictive analytics allowing healthcare providers anticipate patient outcomes potential complications occur progression basic digital recordkeeping sophisticated predictive modelling digital twins reflects healthcares broader evolution toward integrated patientcentred approaches combine datadriven insights personalized care delivery chapter explores evolution significance healthcare information systems beginning examination implementation ehr uk usa provides comprehensive overview international classification diseases icd system tracing development icd icd central discussion mimiciii database landmark achievement healthcare data sharing arguably comprehensive critical care database freely available researchers worldwide mimiciii democratized access highquality healthcare data enabling unprecedented opportunities research analysis chapter examines structure clinical outcome analysis capabilities practical applications case studies particular focus mortality length stay metrics vital signs extraction icd coding detailed entityrelationship diagrams practical examples text illustrates mimics complex data structure demonstrates different querying approaches lead subtly different results emphasizing critical importance understanding databases architecture accurate data extraction,,,,
